Nome,Vida,Atk,Def,SpA,SpD,Vel,Mag,Per,Ene,EnR,CrD,CrC,Sinergia,Habilidades,Equipaveis,Total,Poder R1,Poder R2,Poder R3,Tipo1,%1,Tipo2,%2,Tipo3,%3,Altura,Peso,Raridade,Estagio,FF,Code,Linhagem
Buzzwole Intense,134,85,82,29,29,35,23,18,41,12,9,15,1,1,2,972,468,678,818,cosmico,100,inseto,100,lutador,100,,,-,F,,980,417
Pheromosa,72,67,23,67,23,75,26,31,32,18,13,19,3,1,2,968,418,616,760,cosmico,100,inseto,100,lutador,100,,,-,1,,981,418
Pheromosa Intense,72,74,22,74,22,84,25,30,31,17,12,18,1,1,2,977,464,658,796,cosmico,100,inseto,100,lutador,100,,,-,F,,981,418
Xurkitree,78,40,35,84,39,35,27,28,56,22,10,15,3,1,2,972,360,586,766,cosmico,100,eletrico,100,,,,,-,1,,982,419
Xurkitree Intense,78,39,34,95,38,34,26,27,64,26,9,14,1,1,2,986,396,618,792,cosmico,100,eletrico,100,,,,,-,F,,982,419
Celesteela,98,34,41,38,42,23,70,19,62,14,13,25,3,1,2,964,362,604,768,cosmico,100,metal,100,voador,100,,,-,1,,983,420
Celesteela Intense,98,33,40,37,41,22,81,18,61,13,12,38,1,1,2,973,382,620,804,cosmico,100,metal,100,voador,100,,,-,F,,983,420
Kartana,60,80,42,26,19,46,24,81,30,20,20,12,3,1,2,970,414,618,758,cosmico,100,metal,100,grama,100,,,-,1,,984,421
Kartana Instense,60,87,41,25,18,45,23,88,29,29,19,11,1,1,2,989,440,640,794,cosmico,100,metal,100,grama,100,,,-,F,,984,421
Guzzlord,182,49,28,48,28,24,32,36,60,12,12,10,3,1,2,962,400,632,792,cosmico,100,sombrio,100,dragao,100,,,-,1,,985,422
Guzzlord Intense,182,48,27,47,27,23,31,42,68,11,21,9,1,1,2,971,414,654,808,cosmico,100,sombrio,100,dragao,100,,,-,F,,993,422
Stakataka,68,54,86,23,49,11,29,23,76,13,12,20,3,1,2,963,432,656,788,cosmico,100,pedra,100,metal,100,,,-,1,,994,423
Stakataka Intense,68,53,97,22,48,10,28,22,89,12,11,19,1,1,2,972,478,698,824,cosmico,100,pedra,100,metal,100,,,-,F,,994,423
Blacephalon,58,58,28,70,38,40,42,22,36,13,38,16,3,1,2,963,340,572,758,cosmico,100,fogo,100,fantasma,100,,,--,1,,994,424
Blacephalon Intense,58,64,27,77,37,39,41,21,35,12,48,15,1,1,2,972,378,612,794,cosmico,100,fogo,100,fantasma,100,,,-,F,,995,424
Poipole,54,28,25,28,25,28,25,28,25,14,16,41,3,1,1,704,194,360,510,cosmico,100,venenoso,100,,,,,-,1,,991,425
Poipole Intense,54,27,24,27,24,33,29,27,24,13,15,55,1,1,1,713,234,396,546,cosmico,100,venenoso,100,,,,,-,F,,992,425
Naganadel,75,32,32,44,32,44,44,32,32,16,16,51,3,1,2,931,278,505,697,cosmico,100,venenoso,100,dragao,100,,,-,2,,993,425
Naganadel Intense,75,31,31,43,31,43,47,31,31,15,15,72,1,1,2,940,324,547,733,cosmico,100,venenoso,100,dragao,100,,,-,F,,985,425
Necrozma,96,54,43,54,43,34,36,36,60,36,35,11,2,1,2,1096,336,604,820,cosmico,100,,,,,,,-,1,,986,426
NecrozmaDuskMane,96,75,55,54,44,34,45,36,60,36,35,13,2,1,2,1186,380,674,906,cosmico,100,metal,100,,,,,-,2,,987,426
NecrozmaDawnWings,96,54,44,75,55,34,36,45,60,36,35,13,2,1,2,1186,380,674,906,cosmico,100,fantasma,100,,,,,-,2,,988,426
Ultra Necrozma,96,76,56,76,56,60,45,45,62,45,35,16,2,1,2,1365,428,772,1048,cosmico,100,psiquico,100,dragao,100,,,-,3,,989,426
Magearna,77,38,46,62,46,30,52,28,36,16,10,25,4,1,2,971,320,565,753,metal,100,fada,100,,,,,-,1,,990,427
Marshadow,60,55,28,34,34,55,40,29,30,25,5,55,4,1,2,965,330,546,724,fantasma,100,lutador,100,,,,,-,1,,991,428
Zeraora,83,58,31,54,31,74,20,46,32,24,25,16,3,1,2,1019,372,611,785,eletrico,100,,,,,,,-,1,,996,429
Zeraora Radiante,83,62,35,58,35,78,24,50,36,26,28,19,4,1,2,1111,396,651,847,eletrico,100,,,,,,,-,FF,,997,429
Meltan,43,28,28,25,18,17,19,19,25,12,10,10,5,1,1,567,162,293,401,metal,100,,,,,,,-,1,,998,430
Melmetal,151,81,81,28,40,18,21,22,59,12,10,10,5,1,2,1037,475,729,851,metal,100,,,,,,,-,2,,999,430
Gigantamax Melmetal,400,84,83,28,40,8,21,22,62,12,10,10,5,1,2,1282,734,994,1104,metal,100,,,,,,,-,FF,,1000,430
Grookey,44,25,23,21,21,25,18,20,24,16,10,15,3,1,1,566,148,280,398,planta,100,sonoro,50,,,,,3,1,,1001,431
Thwackey,66,37,33,25,29,35,22,24,30,16,10,16,3,1,1,706,210,394,536,planta,100,sonoro,80,,,,,6,2,,1002,431
Rillaboom,114,59,50,29,35,36,26,27,50,16,12,18,3,1,2,936,332,574,738,planta,100,sonoro,100,,,,,9,3,,1003,431
Gigantamax Rillaboom,330,65,60,29,40,16,26,27,55,22,12,18,3,1,2,1182,580,828,978,planta,100,sonoro,100,,,,,-,FF,,1004,431
Scorbunny,44,27,20,20,20,26,21,20,22,18,6,18,3,1,1,568,150,276,396,fogo,100,,,,,,,3,1,,1005,432
Raboot,64,35,27,24,27,37,25,26,28,22,7,20,3,1,1,712,208,372,522,fogo,100,,,,,,,6,2,,1006,432
Cinderace,78,51,34,30,34,52,30,35,34,34,10,32,3,1,2,954,284,490,690,fogo,100,,,,,,,9,3,,1007,432
Gigantamax Cinderace,270,60,35,30,41,32,30,35,59,34,12,32,3,1,2,1194,508,730,926,fogo,100,,,,,,,-,FF,,1008,432
Sobble,44,21,21,27,21,27,22,22,18,14,15,10,3,1,1,564,152,282,402,agua,100,,,,,,,3,1,,1009,433
Drizzile,62,29,25,38,25,36,27,26,28,15,20,10,3,1,1,705,210,378,530,agua,100,,,,,,,6,2,,1010,433
Inteleon,70,36,28,61,28,54,28,42,36,16,36,15,3,1,2,936,314,530,712,agua,100,,,,,,,9,3,,1011,433
Gigantamax Inteleon,260,40,30,63,30,36,32,48,48,16,42,20,3,1,2,1176,482,742,938,agua,100,,,,,,,-,FF,,1012,433
Skwovet,55,23,23,19,19,26,21,20,20,18,10,16,2,1,1,563,153,281,397,normal,100,,,,,,,1,1,,1013,434
Greedent,121,39,39,24,33,22,34,30,38,12,10,16,2,1,2,807,277,487,639,normal,100,,,,,,,2,2,,1014,434
Rookidee,38,23,19,18,19,26,17,19,20,15,10,15,3,1,1,525,138,252,360,voador,100,sombrio,10,,,,,1,1,,1015,435
Corvisquire,58,31,28,21,28,32,19,25,24,15,18,15,3,1,1,655,184,346,474,voador,100,sombrio,10,metal,10,,,2,2,,1016,435
Corviknight,91,41,65,23,39,25,21,41,38,15,24,15,4,1,2,900,303,539,683,voador,100,metal,100,sombrio,50,,,3,3,,1017,435
Gigantamax Corviknight,300,45,75,23,39,20,21,46,46,15,30,15,4,1,2,1165,542,802,950,voador,100,metal,100,sombrio,50,,,-,FF,,1018,435
Blipbug,26,12,12,15,22,22,21,15,20,12,10,16,3,1,1,462,130,232,312,inseto,100,cosmico,100,,,,,1,1,,1019,436
Dottler,50,14,31,24,36,23,26,18,28,12,10,18,4,1,1,622,190,340,458,inseto,100,cosmico,100,,,,,2,2,,1020,436
Orbeetle,65,19,48,38,70,39,30,28,36,12,10,20,4,1,2,877,314,527,683,inseto,100,cosmico,100,,,,,3,3,,1021,436
Gigantamax Orbeetle,250,20,51,49,74,18,36,28,42,12,10,25,4,1,2,1092,500,754,900,inseto,100,cosmico,100,,,,,-,FF,,1022,436
Nickit,40,18,18,23,25,24,19,23,20,15,12,8,3,1,1,535,144,270,380,sombrio,100,,,,,,,1,1,,1023,437
Thievul,70,24,24,37,39,38,28,37,32,20,16,10,3,1,2,790,228,436,588,sombrio,100,,,,,,,2,2,,1024,437
Gossifleur,38,19,25,19,25,13,26,4,20,10,5,15,4,1,1,490,152,268,362,planta,100,,,,,,,1,1,,1025,438
Eldegoss,66,24,40,35,65,30,70,6,25,13,6,18,4,1,2,843,350,546,680,planta,100,,,,,,,2,2,,1026,438
Wooloo,42,20,26,20,22,23,18,12,22,11,10,15,5,1,1,541,142,268,374,normal,100,,,,,,,1,1,,1027,439
Dubwool,76,39,51,26,31,32,22,24,33,12,12,15,5,1,2,792,256,448,592,normal,100,,,,,,,2,2,,1028,439
Chewtle,47,28,24,18,18,19,19,26,24,7,6,15,1,1,1,512,156,289,399,agua,100,pedra,10,,,,,1,1,,1029,440
Drednaw,93,60,43,22,32,30,28,49,42,9,6,15,1,1,2,844,311,545,705,agua,100,pedra,100,,,,,2,2,,1030,440
Gigantamax Drednaw,310,66,51,22,34,10,28,53,52,9,10,15,1,1,2,1089,548,822,952,agua,100,pedra,100,,,,,-,FF,,1031,440
Yamper,54,22,26,22,26,18,23,20,18,16,5,12,3,1,1,556,158,292,404,eletrico,100,,,,,,,2,1,,1032,441
Boltund,64,38,29,38,29,56,29,32,34,16,15,12,3,1,2,826,264,460,634,eletrico,100,,,,,,,6,2,,1033,441
Rolycoly,36,21,26,21,26,16,17,18,26,11,10,15,4,1,1,541,156,276,378,pedra,100,fogo,100,,,,,3,1,,1034,442
Carkol,78,27,41,27,30,15,19,23,40,12,12,15,4,1,2,712,240,408,522,pedra,100,fogo,100,,,,,6,2,,1035,442
Coalossal,96,35,59,35,42,14,21,26,82,15,12,16,4,1,2,925,378,602,728,pedra,100,fogo,100,,,,,9,3,,1036,442
Gigantamax Coalossal,330,37,62,35,43,3,21,26,100,20,12,16,4,1,2,1200,654,884,1018,pedra,100,fogo,100,,,,,-,FF,,1037,442
Applin,35,18,29,18,18,13,22,17,21,11,12,16,2,1,1,496,144,252,353,planta,100,dragao,100,,,,,1,1,,1038,443
Flapple,70,44,31,37,26,33,33,27,30,16,12,16,2,1,2,776,232,426,592,planta,100,dragao,100,,,,,6,2,,1039,443
Appletun,105,33,32,39,32,15,30,25,42,12,12,18,2,1,2,777,267,461,607,planta,100,dragao,100,,,,,6,2,,1041,443
Dipplin,80,39,45,42,38,14,27,23,32,12,12,16,2,1,2,772,254,472,604,planta,100,dragao,100,,,,,6,2,,1040,443
Gigantamax Dipplin,280,42,49,42,39,6,31,23,48,12,12,16,2,1,2,1012,474,720,860,planta,100,dragao,100,,,,,-,FF,,1042,443
Hydrapple,100,42,51,59,42,20,37,31,38,15,15,20,3,1,2,945,320,564,740,planta,100,dragao,100,,,,,9,3,,1043,443
Silicobra,49,25,28,18,24,22,14,17,18,9,18,10,3,1,1,534,155,283,389,terrestre,100,,,,,,,4,1,,1044,444
Sandaconda,72,45,55,29,34,34,18,30,32,12,28,12,3,1,2,832,272,472,646,terrestre,100,,,,,,,7,2,,1045,444
Gigantamax Sandaconda,250,50,65,30,35,16,18,30,35,12,32,12,3,1,2,1022,480,684,840,terrestre,100,,,,,,,-,FF,,1046,444
Cramorant,71,36,20,36,39,36,25,36,26,26,12,25,1,1,2,801,222,437,591,agua,100,voador,100,,,,,5,1,,1047,445
Arrokuda,41,30,20,20,16,31,17,19,19,13,12,10,2,1,1,528,163,281,385,agua,100,,,,,,,2,1,,1048,446
Barraskewda,61,38,30,30,22,49,24,29,29,13,36,12,2,1,2,778,246,427,591,agua,100,,,,,,,7,2,,1049,446
Toxel,40,19,18,25,18,20,21,21,21,10,16,16,3,1,1,530,134,256,366,eletrico,100,venenoso,100,sonoro,50,,,2,1,,1050,447
Toxtricity,74,41,29,61,29,34,35,35,35,13,18,18,3,1,2,873,278,488,672,eletrico,100,venenoso,100,sonoro,100,,,8,2,,1051,447
Gigantamax Toxtricity,270,41,29,63,35,21,35,35,45,13,19,19,3,1,2,1083,486,708,878,eletrico,100,venenoso,100,sonoro,100,,,-,FF,,1052,447
Sizzlipede,38,26,17,21,21,18,19,18,20,12,14,10,4,1,1,522,136,252,358,fogo,100,inseto,100,,,,,2,1,,1053,448
Centiskorch,89,67,27,38,38,27,35,35,38,16,21,16,4,1,2,921,299,521,699,fogo,100,inseto,100,,,,,9,2,,1054,448
Gigantamax Centiskorch,290,72,27,38,38,20,35,40,42,16,21,16,4,1,2,1136,518,750,916,fogo,100,inseto,100,,,,,-,FF,,1055,448
Clobbopus,44,26,25,22,22,17,16,15,22,14,4,20,4,1,1,544,146,278,384,lutador,100,agua,50,,,,,3,1,,1056,449
Grapploct,81,49,44,37,41,23,21,19,32,18,8,40,4,1,2,863,268,503,655,lutador,100,agua,50,,,,,6,2,,1057,449
Sinistea,40,16,16,30,22,21,24,14,18,12,10,12,3,1,1,512,152,270,362,fantasma,100,,,,,,,3,1,,1058,450
Polteageist,60,22,23,70,60,29,55,21,35,13,10,12,3,1,2,863,370,558,690,fantasma,100,,,,,,,6,2,,1059,450
Hatenna,39,14,19,25,24,17,26,20,18,10,10,15,3,1,1,515,150,267,367,psiquico,100,fada,100,,,,,3,1,,1060,451
Hattrem,52,21,27,38,35,24,41,28,30,12,12,16,3,1,1,702,228,398,540,psiquico,100,fada,100,,,,,6,2,,1061,451
Hatterene,66,33,37,63,59,20,71,34,38,14,12,16,3,1,2,964,386,604,776,psiquico,100,fada,100,,,,,9,3,,1062,451
Hatterene Gigantamax,245,34,37,64,62,16,76,34,42,15,12,18,3,1,2,1170,525,807,979,psiquico,100,fada,100,,,,,-,FF,,1063,451
Impidimp,38,20,15,23,19,22,23,20,14,14,12,9,4,1,1,514,136,254,350,sombrio,100,fada,100,,,,,2,1,,1064,452
Morgrem,51,27,18,30,23,28,31,26,22,16,16,10,4,1,1,641,178,335,461,sombrio,100,fada,100,,,,,6,2,,1065,452
Grimmsnarl,87,65,30,37,34,29,66,28,41,16,16,12,4,1,2,951,349,573,747,sombrio,100,fada,100,,,,,9,3,,1066,452
Gigantamax Grimmsnarl,300,70,40,38,38,16,70,28,46,16,16,12,4,1,2,1196,580,828,992,sombrio,100,fada,100,,,,,-,FF,,1067,452
Milcery,42,13,13,16,22,20,30,13,18,16,10,18,2,1,1,496,146,258,348,fada,100,,,,,,,3,1,,1068,453
Alcremie,65,22,28,39,49,23,40,18,28,18,10,20,2,1,2,753,256,433,563,fada,100,,,,,,,7,2,,1069,453
Gigantamax Alcremie,280,24,32,46,70,5,50,18,42,18,10,20,2,1,2,1048,520,760,884,fada,100,,,,,,,-,FF,,1070,453
Falinks,60,55,55,30,25,35,20,40,25,20,15,15,1,1,2,820,300,490,630,lutador,100,metal,10,,,,,6,1,,1071,454
Falinks Radiante,60,59,59,34,29,39,24,44,29,22,18,18,2,1,2,912,324,530,694,lutador,100,metal,10,,,,,-,FF,,1072,454
Pincurchin,45,60,55,45,40,4,11,60,20,10,5,10,2,1,1,755,350,565,647,eletrico,100,,,,,,,3,1,,1073,455
Snom,27,11,16,21,14,12,22,10,13,10,5,10,5,1,1,415,118,199,265,gelo,100,inseto,80,,,,,2,1,,1074,456
Frosmoth,64,30,27,59,43,31,88,13,30,12,5,10,5,1,2,882,380,566,706,gelo,100,inseto,100,,,,,8,2,,1075,456
Stonjourner,98,62,72,23,23,28,24,24,42,8,10,10,4,1,2,858,366,554,694,pedra,100,,,,,,,7,1,,1076,457
Eiscue,73,36,70,28,45,10,33,24,31,10,12,12,4,1,2,805,303,503,631,gelo,100,,,,,,,5,1,,1077,458
Eiscue Noice,73,36,35,28,30,50,33,24,31,20,12,12,4,1,2,815,245,443,607,gelo,100,,,,,,,-,F,,1077,458
Indeedee Male,66,32,28,42,38,38,55,15,28,17,19,5,2,1,2,797,270,476,626,cosmico,100,sonoro,100,,,,,4,1,,1078,459
Indeedee Female,72,28,32,38,42,35,55,15,28,17,5,19,2,1,2,797,270,476,626,cosmico,100,sonoro,100,,,,,-,F,,1078,459
Morpeko,56,40,31,36,31,40,30,26,28,20,20,10,3,1,2,790,232,416,580,eletrico,100,sombrio,100,,,,,4,1,,1079,460
Morpeko Angry,56,40,25,36,25,45,24,26,28,20,35,8,3,1,2,790,242,424,576,eletrico,100,sombrio,100,,,,,-,F,,1079,460
Cufant,68,33,22,20,22,20,18,19,26,10,10,16,1,1,1,560,186,314,428,metal,100,,,,,,,4,1,,1080,461
Copperajah,141,74,32,32,32,21,24,27,48,12,12,18,1,1,2,887,385,577,721,metal,100,,,,,,,8,2,,1080,461
Copperajah Gigantamax,405,76,35,33,33,7,24,28,52,12,12,18,1,1,2,1147,661,863,1003,metal,100,,,,,,,-,FF,,1081,461
Dracozolt,90,52,44,46,38,36,20,40,42,14,8,15,2,1,2,894,286,538,726,dragao,100,eletrico,100,,,,,7,1,,1082,462
Arctozolt,90,52,44,38,46,30,26,40,46,10,8,15,2,1,2,890,288,546,734,gelo,100,eletrico,100,,,,,7,1,,1083,463
Dracovish,90,44,52,46,38,36,20,40,42,14,15,8,2,1,2,894,286,538,726,dragao,100,agua,100,,,,,7,1,,1084,464
Arctovish,90,44,52,38,46,30,26,40,46,10,15,8,2,1,2,890,288,546,734,gelo,100,agua,100,,,,,7,1,,1085,465
Duraludon,75,40,50,60,30,35,32,32,45,16,12,18,2,1,2,911,310,535,723,dragao,100,metal,100,,,,,8,1,,1086,466
Gigantamax Duraludon,265,42,60,60,42,9,35,35,52,18,12,20,2,1,2,1133,505,777,957,dragao,100,metal,100,,,,,-,FF,,1087,466
Archaludon,92,45,55,65,38,35,36,36,48,18,15,18,2,1,2,1008,336,594,808,dragao,100,metal,100,,,,,10,2,,1088,466
Dreepy,30,27,16,18,16,36,19,19,18,14,20,12,3,1,1,544,166,278,378,dragao,100,fantasma,100,,,,,4,1,,1089,467
Drakloak,66,36,21,24,21,46,32,24,28,15,20,15,3,1,1,715,230,398,530,dragao,100,fantasma,100,,,,,7,2,,1090,467
Dragapult,83,58,30,45,30,72,42,38,36,24,26,20,4,1,2,1049,350,593,785,dragao,100,fantasma,100,,,,,10,3,,1091,467
Zacian,94,63,52,30,52,68,38,38,38,19,20,20,2,1,2,1069,366,640,852,fada,100,,,,,,,-,1,,1092,468
Zacian Crowned,94,81,52,30,52,79,51,51,38,19,20,20,2,1,2,1179,424,732,962,fada,100,metal,100,,,,,-,FF,,1093,468
Zamazenta,94,63,52,30,52,68,38,38,38,19,20,20,2,1,2,1069,366,640,852,lutador,100,,,,,,,-,1,,1094,469
Zamazenta Crowned,94,63,77,30,77,68,41,40,38,19,20,20,2,1,2,1179,444,746,962,lutador,100,metal,100,,,,,-,FF,,1095,469
Eternatus,170,41,52,72,52,45,36,40,65,22,15,20,3,1,2,1202,444,742,976,dragao,100,cosmico,100,,,,,-,1,,1096,470
Eternatus Eternamax,500,55,80,72,80,20,42,42,80,24,15,20,3,1,2,1674,820,1234,1450,dragao,100,cosmico,100,,,,,-,FF,,1097,470
Kubfu,50,35,25,23,22,28,15,15,20,15,12,20,4,1,1,605,176,316,426,lutador,100,,,,,,,-,1,,1098,471
Urshifu,100,72,50,28,27,45,22,22,46,25,20,38,5,1,2,1025,344,602,762,lutador,100,sombrio,100,,,,,-,2,,1099,471
Urshifu Rapid Strike,100,72,50,28,27,45,22,22,46,25,20,38,5,1,2,1025,344,602,762,lutador,100,agua,100,,,,,-,F,,1099,471
Urshifu Gigantamax,330,78,55,33,34,22,22,22,56,25,25,38,5,1,2,1285,598,852,1018,lutador,100,,,,,,,-,FF,,1100,471
Zarude,109,63,54,27,38,42,27,40,42,20,25,15,3,1,2,1005,343,591,775,sombrio,100,planta,100,,,,,-,1,,1101,472
Regieleki,92,47,25,46,25,92,31,27,48,10,12,16,5,1,3,990,374,620,774,eletrico,100,normal,10,,,,,-,1,,1102,473
Regidrago,184,46,25,47,25,46,31,27,48,10,12,16,5,1,3,990,374,620,774,dragao,100,normal,10,,,,,-,1,,1103,474
Glastrier,100,75,60,26,38,20,30,55,38,14,12,17,4,1,2,984,380,632,784,gelo,100,,,,,,,-,1,,1104,475
Spectrier,100,28,27,75,33,60,55,30,36,12,12,17,4,1,2,982,380,618,788,fantasma,100,,,,,,,-,1,,1105,476
Calyrex,101,40,40,40,40,40,41,41,40,20,30,30,2,1,2,1005,265,505,745,psiquico,100,planta,100,,,,,-,1,,1106,477
Calyrex Ice Rider,101,82,65,35,42,28,35,58,42,18,22,25,4,1,2,1123,410,679,875,psiquico,100,gelo,100,planta,80,,,-,F,,1107,477
Calyrex Shadow Rider,101,35,35,82,37,65,58,36,40,17,22,25,4,1,2,1122,410,665,877,psiquico,100,fantasma,100,planta,80,,,-,F,,1108,477
